visit_id,user_id,location,plan_type,check_in_dt,check_out_dt,hours_used,amount_sar,cost_sar,profit_sar
V2025-10-01-157100,U000064,Riyadh - Digital City,Flex,2025-10-01 09:51:00,2025-10-01 11:02:00,1.19,17.85,10.71,7.14
V2025-10-01-183588,U000637,Riyadh - Digital City,Flex,2025-10-01 09:38:00,2025-10-01 11:28:00,1.84,27.6,16.56,11.04
V2025-10-01-712719,U000069,Riyadh - Digital City,Flex,2025-10-01 14:28:00,2025-10-01 16:25:00,1.95,29.25,17.55,11.7
V2025-10-01-716041,U000390,Riyadh - Digital City,Flex,2025-10-01 13:21:00,2025-10-01 14:38:00,1.29,19.35,11.61,7.74
V2025-10-01-420275,U000352,Riyadh - Digital City,Enterprise,2025-10-01 16:45:00,2025-10-01 21:29:00,4.74,37.92,22.75,15.17
V2025-10-01-595568,U000194,Riyadh - Digital City,Enterprise,2025-10-01 10:46:00,2025-10-01 15:32:00,4.76,38.08,22.85,15.23
V2025-10-01-860121,U000418,Riyadh - Digital City,Pro,2025-10-01 14:08:00,2025-10-01 18:00:00,3.87,38.7,23.22,15.48
V2025-10-01-857799,U000049,Riyadh - Digital City,Flex,2025-10-01 10:30:00,2025-10-01 12:17:00,1.79,26.85,16.11,10.74
V2025-10-01-818664,U000373,Riyadh - Digital City,Enterprise,2025-10-01 14:09:00,2025-10-01 18:13:00,4.06,32.48,19.49,12.99
V2025-10-01-560091,U000389,Riyadh - Digital City,Pro,2025-10-01 13:04:00,2025-10-01 17:28:00,4.4,44.0,26.4,17.6
V2025-10-01-191297,U000345,Riyadh - Digital City,Pro,2025-10-01 10:16:00,2025-10-01 13:24:00,3.13,31.3,18.78,12.52
V2025-10-01-690065,U000347,Riyadh - Digital City,Pro,2025-10-01 15:28:00,2025-10-01 19:50:00,4.36,43.6,26.16,17.44
V2025-10-01-565473,U000262,Riyadh - Digital City,Pro,2025-10-01 12:00:00,2025-10-01 16:08:00,4.13,41.3,24.78,16.52
V2025-10-01-311705,U000350,Riyadh - Digital City,Flex,2025-10-01 12:12:00,2025-10-01 13:33:00,1.35,20.25,12.15,8.1
V2025-10-01-514321,U000692,Riyadh - Digital City,Standard,2025-10-01 13:34:00,2025-10-01 16:10:00,2.6,31.2,18.72,12.48
V2025-10-01-483518,U000515,Riyadh - Digital City,Enterprise,2025-10-01 10:00:00,2025-10-01 14:35:00,4.58,36.64,21.98,14.66
V2025-10-01-963649,U000062,Riyadh - Digital City,Flex,2025-10-01 10:32:00,2025-10-01 11:48:00,1.27,19.05,11.43,7.62
V2025-10-01-353718,U000667,Riyadh - Digital City,Enterprise,2025-10-01 09:05:00,2025-10-01 14:21:00,5.26,42.08,25.25,16.83
V2025-10-01-188536,U000331,Riyadh - Digital City,Standard,2025-10-01 13:23:00,2025-10-01 15:42:00,2.32,27.84,16.7,11.14
V2025-10-01-219707,U000275,Riyadh - Digital City,Pro,2025-10-01 14:26:00,2025-10-01 17:59:00,3.55,35.5,21.3,14.2
V2025-10-01-794556,U000411,Riyadh - Digital City,Enterprise,2025-10-01 09:12:00,2025-10-01 13:56:00,4.74,37.92,22.75,15.17
V2025-10-01-055166,U000432,Riyadh - Digital City,Flex,2025-10-01 12:21:00,2025-10-01 13:23:00,1.03,15.45,9.27,6.18
V2025-10-01-978094,U000568,Riyadh - Digital City,Enterprise,2025-10-01 13:18:00,2025-10-01 17:56:00,4.64,37.12,22.27,14.85
V2025-10-01-862792,U000156,Riyadh - Digital City,Flex,2025-10-01 13:06:00,2025-10-01 15:15:00,2.15,32.25,19.35,12.9
V2025-10-01-691085,U000574,Riyadh - Digital City,Standard,2025-10-01 15:29:00,2025-10-01 18:05:00,2.6,31.2,18.72,12.48
V2025-10-01-250839,U000186,Riyadh - Digital City,Enterprise,2025-10-01 16:07:00,2025-10-01 21:00:00,4.89,39.12,23.47,15.65
V2025-10-01-927409,U000354,Riyadh - Digital City,Standard,2025-10-01 10:48:00,2025-10-01 14:08:00,3.33,39.96,23.98,15.98
V2025-10-01-294494,U000650,Riyadh - Digital City,Standard,2025-10-01 08:26:00,2025-10-01 11:28:00,3.03,36.36,21.82,14.54
V2025-10-01-400230,U000532,Riyadh - Digital City,Standard,2025-10-01 08:02:00,2025-10-01 11:16:00,3.24,38.88,23.33,15.55
V2025-10-01-157100,U000064,Riyadh - Digital City,Flex,2025-10-01 09:15:00,2025-10-01 11:00:00,1.75,26.25,15.75,10.5
V2025-10-01-806759,U000167,Riyadh - Digital City,Flex,2025-10-01 09:58:00,2025-10-01 11:30:00,1.53,22.95,13.77,9.18
V2025-10-01-662263,U000427,Riyadh - Digital City,Pro,2025-10-01 14:51:00,2025-10-01 18:50:00,3.99,39.9,23.94,15.96
V2025-10-01-746571,U000308,Riyadh - Digital City,Enterprise,2025-10-01 09:42:00,2025-10-01 13:41:00,3.99,31.92,19.15,12.77
V2025-10-01-492983,U000285,Riyadh - Digital City,Pro,2025-10-01 15:35:00,2025-10-01 19:07:00,3.54,35.4,21.24,14.16
V2025-10-01-141033,U000281,Riyadh - Digital City,Standard,2025-10-01 13:03:00,2025-10-01 15:42:00,2.65,31.8,19.08,12.72
V2025-10-01-794556,U000411,Riyadh - Digital City,Enterprise,2025-10-01 09:27:00,2025-10-01 14:34:00,5.11,40.88,24.53,16.35
V2025-10-01-958698,U000098,Riyadh - Digital City,Standard,2025-10-01 13:33:00,2025-10-01 16:34:00,3.02,36.24,21.74,14.5
V2025-10-01-782364,U000654,Riyadh - Digital City,Pro,2025-10-01 16:21:00,2025-10-01 20:17:00,3.93,39.3,23.58,15.72
V2025-10-01-939903,U000135,Riyadh - Digital City,Pro,2025-10-01 16:12:00,2025-10-01 20:04:00,3.86,38.6,23.16,15.44
V2025-10-01-786155,U000370,Riyadh - Digital City,Standard,2025-10-01 10:12:00,2025-10-01 13:05:00,2.89,34.68,20.81,13.87
V2025-10-01-183588,U000637,Riyadh - Digital City,Flex,2025-10-01 09:57:00,2025-10-01 11:02:00,1.09,16.35,9.81,6.54
V2025-10-01-194331,U000140,Riyadh - Digital City,Flex,2025-10-01 14:53:00,2025-10-01 16:57:00,2.07,31.05,18.63,12.42
V2025-10-01-727522,U000264,Riyadh - Digital City,Pro,2025-10-01 10:03:00,2025-10-01 13:44:00,3.68,36.8,22.08,14.72
V2025-10-01-552240,U000527,Riyadh - Digital City,Pro,2025-10-01 10:34:00,2025-10-01 14:40:00,4.1,41.0,24.6,16.4
V2025-10-01-483518,U000515,Riyadh - Digital City,Enterprise,2025-10-01 10:56:00,2025-10-01 15:46:00,4.83,38.64,23.18,15.46
V2025-10-01-927409,U000354,Riyadh - Digital City,Standard,2025-10-01 10:37:00,2025-10-01 13:32:00,2.91,34.92,20.95,13.97
V2025-10-01-468296,U000056,Riyadh - Digital City,Flex,2025-10-01 14:57:00,2025-10-01 16:23:00,1.44,21.6,12.96,8.64
V2025-10-01-552124,U000322,Riyadh - Digital City,Pro,2025-10-01 08:34:00,2025-10-01 12:51:00,4.29,42.9,25.74,17.16
V2025-10-01-287018,U000048,Riyadh - Digital City,Flex,2025-10-01 12:33:00,2025-10-01 14:37:00,2.07,31.05,18.63,12.42
V2025-10-01-738378,U000552,Riyadh - Digital City,Flex,2025-10-01 15:41:00,2025-10-01 16:57:00,1.26,18.9,11.34,7.56
V2025-10-01-881920,U000500,Riyadh - Digital City,Pro,2025-10-01 15:19:00,2025-10-01 19:38:00,4.32,43.2,25.92,17.28
V2025-10-01-354206,U000553,Riyadh - Digital City,Pro,2025-10-01 08:01:00,2025-10-01 11:55:00,3.9,39.0,23.4,15.6
V2025-10-01-698101,U000367,Riyadh - Digital City,Pro,2025-10-01 16:58:00,2025-10-01 20:26:00,3.47,34.7,20.82,13.88
V2025-10-01-127573,U000651,Riyadh - Digital City,Pro,2025-10-01 16:13:00,2025-10-01 20:25:00,4.2,42.0,25.2,16.8
V2025-10-01-631527,U000673,Riyadh - Digital City,Enterprise,2025-10-01 15:23:00,2025-10-01 20:25:00,5.04,40.32,24.19,16.13
V2025-10-01-150119,U000313,Riyadh - Digital City,Flex,2025-10-01 15:31:00,2025-10-01 16:19:00,0.8,12.0,7.2,4.8
V2025-10-01-321058,U000442,Riyadh - Digital City,Standard,2025-10-01 13:10:00,2025-10-01 16:12:00,3.03,36.36,21.82,14.54
V2025-10-01-169122,U000089,Riyadh - Digital City,Enterprise,2025-10-01 11:15:00,2025-10-01 15:31:00,4.26,34.08,20.45,13.63
V2025-10-01-023015,U000218,Riyadh - Digital City,Standard,2025-10-01 14:33:00,2025-10-01 16:54:00,2.35,28.2,16.92,11.28
V2025-10-01-997608,U000487,Riyadh - Digital City,Pro,2025-10-01 12:06:00,2025-10-01 16:19:00,4.21,42.1,25.26,16.84
V2025-10-01-457433,U000388,Riyadh - Digital City,Enterprise,2025-10-01 09:13:00,2025-10-01 13:46:00,4.55,36.4,21.84,14.56
V2025-10-01-010301,U000575,Riyadh - Digital City,Enterprise,2025-10-01 10:02:00,2025-10-01 15:07:00,5.09,40.72,24.43,16.29
V2025-10-01-111973,U000052,Riyadh - Digital City,Flex,2025-10-01 16:29:00,2025-10-01 18:24:00,1.92,28.8,17.28,11.52
V2025-10-01-353718,U000667,Riyadh - Digital City,Enterprise,2025-10-01 09:40:00,2025-10-01 14:38:00,4.97,39.76,23.86,15.9
V2025-10-01-851375,U000446,Riyadh - Digital City,Flex,2025-10-01 12:47:00,2025-10-01 14:19:00,1.54,23.1,13.86,9.24
V2025-10-01-722920,U000401,Riyadh - Digital City,Pro,2025-10-01 14:51:00,2025-10-01 18:37:00,3.77,37.7,22.62,15.08
V2025-10-01-111973,U000052,Riyadh - Digital City,Flex,2025-10-01 16:31:00,2025-10-01 18:15:00,1.73,25.95,15.57,10.38
V2025-10-01-964065,U000615,Riyadh - Digital City,Standard,2025-10-01 11:34:00,2025-10-01 14:21:00,2.79,33.48,20.09,13.39
V2025-10-01-645737,U000245,Riyadh - Digital City,Pro,2025-10-01 08:28:00,2025-10-01 12:32:00,4.06,40.6,24.36,16.24
V2025-10-01-397795,U000407,Riyadh - Digital City,Standard,2025-10-01 15:19:00,2025-10-01 18:18:00,2.98,35.76,21.46,14.3
V2025-10-01-643313,U000687,Riyadh - Digital City,Enterprise,2025-10-01 13:07:00,2025-10-01 17:25:00,4.3,34.4,20.64,13.76
V2025-10-01-339793,U000605,Riyadh - Digital City,Enterprise,2025-10-01 13:04:00,2025-10-01 17:25:00,4.35,34.8,20.88,13.92
V2025-10-01-794556,U000411,Riyadh - Digital City,Enterprise,2025-10-01 09:08:00,2025-10-01 13:11:00,4.05,32.4,19.44,12.96
V2025-10-01-397761,U000296,Riyadh - Digital City,Standard,2025-10-01 09:52:00,2025-10-01 12:37:00,2.75,33.0,19.8,13.2
V2025-10-01-082279,U000169,Riyadh - Digital City,Pro,2025-10-01 13:49:00,2025-10-01 17:32:00,3.72,37.2,22.32,14.88
V2025-10-01-396791,U000276,Riyadh - Digital City,Enterprise,2025-10-01 09:42:00,2025-10-01 14:40:00,4.96,39.68,23.81,15.87
V2025-10-01-575924,U000231,Riyadh - Digital City,Pro,2025-10-01 12:24:00,2025-10-01 16:59:00,4.58,45.8,27.48,18.32
V2025-10-01-503618,U000393,Riyadh - Digital City,Enterprise,2025-10-01 16:50:00,2025-10-01 21:15:00,4.41,35.28,21.17,14.11
V2025-10-01-217497,U000192,Riyadh - Digital City,Pro,2025-10-01 16:45:00,2025-10-01 20:32:00,3.79,37.9,22.74,15.16
V2025-10-01-459898,U000212,Riyadh - Digital City,Enterprise,2025-10-01 14:20:00,2025-10-01 19:04:00,4.74,37.92,22.75,15.17
V2025-10-01-681665,U000200,Riyadh - Digital City,Flex,2025-10-01 12:01:00,2025-10-01 13:43:00,1.7,25.5,15.3,10.2
V2025-10-01-361936,U000356,Riyadh - Digital City,Enterprise,2025-10-01 12:52:00,2025-10-01 17:32:00,4.66,37.28,22.37,14.91
V2025-10-01-280662,U000036,Riyadh - Digital City,Standard,2025-10-01 12:16:00,2025-10-01 15:18:00,3.03,36.36,21.82,14.54
V2025-10-01-023015,U000218,Riyadh - Digital City,Standard,2025-10-01 14:03:00,2025-10-01 17:02:00,2.99,35.88,21.53,14.35
V2025-10-01-023264,U000400,Riyadh - Digital City,Flex,2025-10-01 08:07:00,2025-10-01 10:03:00,1.93,28.95,17.37,11.58
V2025-10-01-552878,U000324,Riyadh - Digital City,Standard,2025-10-01 11:28:00,2025-10-01 13:38:00,2.17,26.04,15.62,10.42
V2025-10-01-261591,U000283,Riyadh - Digital City,Flex,2025-10-01 11:47:00,2025-10-01 13:18:00,1.51,22.65,13.59,9.06
V2025-10-01-127356,U000489,Jeddah - Corniche,Flex,2025-10-01 08:30:00,2025-10-01 10:23:00,1.89,28.35,17.01,11.34
V2025-10-01-202196,U000102,Jeddah - Corniche,Standard,2025-10-01 13:37:00,2025-10-01 16:21:00,2.74,32.88,19.73,13.15
V2025-10-01-066636,U000359,Jeddah - Corniche,Enterprise,2025-10-01 14:55:00,2025-10-01 19:53:00,4.96,39.68,23.81,15.87
V2025-10-01-378367,U000477,Jeddah - Corniche,Pro,2025-10-01 15:16:00,2025-10-01 19:47:00,4.52,45.2,27.12,18.08
V2025-10-01-785814,U000570,Jeddah - Corniche,Standard,2025-10-01 11:50:00,2025-10-01 14:14:00,2.4,28.8,17.28,11.52
V2025-10-01-085385,U000586,Jeddah - Corniche,Standard,2025-10-01 09:59:00,2025-10-01 12:58:00,2.99,35.88,21.53,14.35
V2025-10-01-228814,U000355,Jeddah - Corniche,Standard,2025-10-01 14:31:00,2025-10-01 17:24:00,2.88,34.56,20.74,13.82
V2025-10-01-499117,U000636,Jeddah - Corniche,Pro,2025-10-01 11:02:00,2025-10-01 14:15:00,3.22,32.2,19.32,12.88
V2025-10-01-343128,U000654,Jeddah - Corniche,Pro,2025-10-01 16:11:00,2025-10-01 20:13:00,4.03,40.3,24.18,16.12
V2025-10-01-500101,U000005,Jeddah - Corniche,Flex,2025-10-01 12:55:00,2025-10-01 14:47:00,1.86,27.9,16.74,11.16
V2025-10-01-848900,U000402,Jeddah - Corniche,Pro,2025-10-01 12:33:00,2025-10-01 16:14:00,3.69,36.9,22.14,14.76
V2025-10-01-808900,U000578,Jeddah - Corniche,Standard,2025-10-01 15:42:00,2025-10-01 18:20:00,2.64,31.68,19.01,12.67
V2025-10-01-872519,U000417,Jeddah - Corniche,Flex,2025-10-01 16:39:00,2025-10-01 18:17:00,1.64,24.6,14.76,9.84
V2025-10-01-757472,U000523,Jeddah - Corniche,Flex,2025-10-01 15:19:00,2025-10-01 16:40:00,1.35,20.25,12.15,8.1
V2025-10-01-212003,U000040,Jeddah - Corniche,Pro,2025-10-01 09:14:00,2025-10-01 13:02:00,3.8,38.0,22.8,15.2
V2025-10-01-537205,U000147,Jeddah - Corniche,Pro,2025-10-01 15:17:00,2025-10-01 18:55:00,3.64,36.4,21.84,14.56
V2025-10-01-697042,U000317,Jeddah - Corniche,Standard,2025-10-01 16:11:00,2025-10-01 18:43:00,2.54,30.48,18.29,12.19
V2025-10-01-803723,U000028,Jeddah - Corniche,Pro,2025-10-01 10:10:00,2025-10-01 13:37:00,3.45,34.5,20.7,13.8
V2025-10-01-366665,U000082,Jeddah - Corniche,Flex,2025-10-01 15:55:00,2025-10-01 17:50:00,1.92,28.8,17.28,11.52
V2025-10-01-257799,U000513,Jeddah - Corniche,Flex,2025-10-01 13:04:00,2025-10-01 15:18:00,2.24,33.6,20.16,13.44
V2025-10-01-202196,U000102,Jeddah - Corniche,Standard,2025-10-01 13:21:00,2025-10-01 16:49:00,3.47,41.64,24.98,16.66
V2025-10-01-794058,U000602,Jeddah - Corniche,Pro,2025-10-01 09:40:00,2025-10-01 13:43:00,4.05,40.5,24.3,16.2
V2025-10-01-498311,U000673,Jeddah - Corniche,Enterprise,2025-10-01 15:42:00,2025-10-01 20:01:00,4.31,34.48,20.69,13.79
V2025-10-01-341561,U000659,Jeddah - Corniche,Flex,2025-10-01 10:48:00,2025-10-01 12:39:00,1.85,27.75,16.65,11.1
V2025-10-01-832139,U000275,Jeddah - Corniche,Pro,2025-10-01 14:45:00,2025-10-01 19:13:00,4.46,44.6,26.76,17.84
V2025-10-01-230386,U000511,Jeddah - Corniche,Pro,2025-10-01 13:30:00,2025-10-01 17:01:00,3.52,35.2,21.12,14.08
V2025-10-01-175822,U000115,Jeddah - Corniche,Pro,2025-10-01 08:18:00,2025-10-01 11:45:00,3.45,34.5,20.7,13.8
V2025-10-01-839395,U000231,Jeddah - Corniche,Pro,2025-10-01 12:04:00,2025-10-01 16:08:00,4.06,40.6,24.36,16.24
V2025-10-01-808900,U000578,Jeddah - Corniche,Standard,2025-10-01 15:18:00,2025-10-01 18:04:00,2.76,33.12,19.87,13.25
V2025-10-01-024272,U000163,Jeddah - Corniche,Standard,2025-10-01 16:12:00,2025-10-01 18:44:00,2.53,30.36,18.22,12.14
V2025-10-01-739950,U000371,Jeddah - Corniche,Pro,2025-10-01 08:06:00,2025-10-01 12:34:00,4.47,44.7,26.82,17.88
V2025-10-01-507705,U000326,Jeddah - Corniche,Flex,2025-10-01 15:31:00,2025-10-01 16:57:00,1.44,21.6,12.96,8.64
V2025-10-01-071491,U000248,Jeddah - Corniche,Standard,2025-10-01 12:32:00,2025-10-01 16:14:00,3.7,44.4,26.64,17.76
V2025-10-01-592808,U000657,Jeddah - Corniche,Standard,2025-10-01 09:57:00,2025-10-01 12:53:00,2.93,35.16,21.1,14.06
V2025-10-01-865929,U000127,Jeddah - Corniche,Enterprise,2025-10-01 14:16:00,2025-10-01 18:42:00,4.43,35.44,21.26,14.18
V2025-10-01-126724,U000293,Jeddah - Corniche,Enterprise,2025-10-01 09:18:00,2025-10-01 13:49:00,4.52,36.16,21.7,14.46
V2025-10-01-951614,U000503,Jeddah - Corniche,Standard,2025-10-01 08:13:00,2025-10-01 11:20:00,3.12,37.44,22.46,14.98
V2025-10-01-759703,U000338,Jeddah - Corniche,Standard,2025-10-01 14:55:00,2025-10-01 16:40:00,1.75,21.0,12.6,8.4
V2025-10-01-230124,U000667,Jeddah - Corniche,Enterprise,2025-10-01 09:34:00,2025-10-01 13:27:00,3.88,31.04,18.62,12.42
V2025-10-01-286635,U000501,Jeddah - Corniche,Pro,2025-10-01 14:13:00,2025-10-01 17:15:00,3.04,30.4,18.24,12.16
V2025-10-01-230124,U000667,Jeddah - Corniche,Enterprise,2025-10-01 09:59:00,2025-10-01 14:27:00,4.47,35.76,21.46,14.3
V2025-10-01-159124,U000601,Jeddah - Corniche,Enterprise,2025-10-01 14:09:00,2025-10-01 19:08:00,4.99,39.92,23.95,15.97
V2025-10-01-727275,U000283,Jeddah - Corniche,Flex,2025-10-01 11:21:00,2025-10-01 13:26:00,2.08,31.2,18.72,12.48
V2025-10-01-411833,U000651,Jeddah - Corniche,Pro,2025-10-01 16:30:00,2025-10-01 20:17:00,3.78,37.8,22.68,15.12
V2025-10-01-214033,U000194,Jeddah - Corniche,Enterprise,2025-10-01 10:55:00,2025-10-01 15:42:00,4.79,38.32,22.99,15.33
V2025-10-01-577729,U000063,Jeddah - Corniche,Pro,2025-10-01 16:07:00,2025-10-01 20:41:00,4.56,45.6,27.36,18.24
V2025-10-01-527895,U000584,Jeddah - Corniche,Enterprise,2025-10-01 13:53:00,2025-10-01 18:10:00,4.28,34.24,20.54,13.7
V2025-10-01-856995,U000475,Jeddah - Corniche,Enterprise,2025-10-01 11:55:00,2025-10-01 16:43:00,4.8,38.4,23.04,15.36
V2025-10-01-468580,U000406,Jeddah - Corniche,Enterprise,2025-10-01 12:14:00,2025-10-01 16:47:00,4.55,36.4,21.84,14.56
V2025-10-01-174494,U000411,Jeddah - Corniche,Enterprise,2025-10-01 09:47:00,2025-10-01 14:13:00,4.44,35.52,21.31,14.21
V2025-10-01-347207,U000430,Jeddah - Corniche,Pro,2025-10-01 10:53:00,2025-10-01 14:54:00,4.02,40.2,24.12,16.08
V2025-10-01-750486,U000274,Jeddah - Corniche,Pro,2025-10-01 10:31:00,2025-10-01 14:14:00,3.71,37.1,22.26,14.84
V2025-10-01-564186,U000605,Jeddah - Corniche,Enterprise,2025-10-01 13:57:00,2025-10-01 18:43:00,4.77,38.16,22.9,15.26
V2025-10-01-084536,U000184,Jeddah - Corniche,Enterprise,2025-10-01 08:14:00,2025-10-01 13:39:00,5.41,43.28,25.97,17.31
V2025-10-01-074981,U000388,Jeddah - Corniche,Enterprise,2025-10-01 09:06:00,2025-10-01 14:20:00,5.23,41.84,25.1,16.74
V2025-10-01-548748,U000001,Jeddah - Corniche,Standard,2025-10-01 11:21:00,2025-10-01 14:23:00,3.04,36.48,21.89,14.59
V2025-10-01-139442,U000422,Jeddah - Corniche,Flex,2025-10-01 09:59:00,2025-10-01 11:19:00,1.33,19.95,11.97,7.98
V2025-10-01-453856,U000558,Jeddah - Corniche,Pro,2025-10-01 14:04:00,2025-10-01 18:00:00,3.94,39.4,23.64,15.76
V2025-10-01-046876,U000560,Jeddah - Corniche,Pro,2025-10-01 11:53:00,2025-10-01 15:21:00,3.46,34.6,20.76,13.84
V2025-10-01-338772,U000527,Jeddah - Corniche,Pro,2025-10-01 10:27:00,2025-10-01 14:08:00,3.68,36.8,22.08,14.72
V2025-10-01-921609,U000389,Jeddah - Corniche,Pro,2025-10-01 13:41:00,2025-10-01 17:37:00,3.93,39.3,23.58,15.72
V2025-10-01-126724,U000293,Jeddah - Corniche,Enterprise,2025-10-01 09:54:00,2025-10-01 14:23:00,4.49,35.92,21.55,14.37
V2025-10-01-616979,U000280,Jeddah - Corniche,Enterprise,2025-10-01 15:16:00,2025-10-01 19:39:00,4.38,35.04,21.02,14.02
V2025-10-01-583559,U000030,Jeddah - Corniche,Flex,2025-10-01 13:09:00,2025-10-01 14:26:00,1.28,19.2,11.52,7.68
V2025-10-01-601532,U000054,Jeddah - Corniche,Pro,2025-10-01 13:15:00,2025-10-01 18:10:00,4.91,49.1,29.46,19.64
V2025-10-01-832139,U000275,Jeddah - Corniche,Pro,2025-10-01 14:58:00,2025-10-01 19:21:00,4.38,43.8,26.28,17.52
V2025-10-01-368832,U000581,Jeddah - Corniche,Enterprise,2025-10-01 16:09:00,2025-10-01 20:43:00,4.57,36.56,21.94,14.62
V2025-10-01-293778,U000563,Jeddah - Corniche,Enterprise,2025-10-01 08:15:00,2025-10-01 12:57:00,4.7,37.6,22.56,15.04
V2025-10-01-288866,U000497,Jeddah - Corniche,Enterprise,2025-10-01 10:26:00,2025-10-01 15:43:00,5.29,42.32,25.39,16.93
V2025-10-01-444567,U000690,Jeddah - Corniche,Enterprise,2025-10-01 13:18:00,2025-10-01 18:40:00,5.36,42.88,25.73,17.15
V2025-10-01-880638,U000609,Jeddah - Corniche,Standard,2025-10-01 09:07:00,2025-10-01 12:00:00,2.89,34.68,20.81,13.87
V2025-10-01-515534,U000457,Jeddah - Corniche,Standard,2025-10-01 08:33:00,2025-10-01 11:38:00,3.08,36.96,22.18,14.78
V2025-10-01-565395,U000248,Dammam - Waterfront,Standard,2025-10-01 12:59:00,2025-10-01 15:50:00,2.85,34.2,20.52,13.68
V2025-10-01-728879,U000414,Dammam - Waterfront,Enterprise,2025-10-01 14:39:00,2025-10-01 19:11:00,4.53,36.24,21.74,14.5
V2025-10-01-295902,U000511,Dammam - Waterfront,Pro,2025-10-01 13:18:00,2025-10-01 17:43:00,4.42,44.2,26.52,17.68
V2025-10-01-827587,U000418,Dammam - Waterfront,Pro,2025-10-01 14:03:00,2025-10-01 18:10:00,4.12,41.2,24.72,16.48
V2025-10-01-515034,U000276,Dammam - Waterfront,Enterprise,2025-10-01 09:53:00,2025-10-01 14:22:00,4.49,35.92,21.55,14.37
V2025-10-01-082252,U000182,Dammam - Waterfront,Enterprise,2025-10-01 15:11:00,2025-10-01 19:22:00,4.18,33.44,20.06,13.38
V2025-10-01-051096,U000236,Dammam - Waterfront,Enterprise,2025-10-01 14:37:00,2025-10-01 19:26:00,4.81,38.48,23.09,15.39
V2025-10-01-426382,U000077,Dammam - Waterfront,Standard,2025-10-01 08:57:00,2025-10-01 11:50:00,2.88,34.56,20.74,13.82
V2025-10-01-931803,U000297,Dammam - Waterfront,Pro,2025-10-01 14:02:00,2025-10-01 18:45:00,4.71,47.1,28.26,18.84
V2025-10-01-743545,U000561,Dammam - Waterfront,Pro,2025-10-01 13:32:00,2025-10-01 17:04:00,3.54,35.4,21.24,14.16
V2025-10-01-714132,U000501,Dammam - Waterfront,Pro,2025-10-01 14:14:00,2025-10-01 18:06:00,3.86,38.6,23.16,15.44
V2025-10-01-018559,U000100,Dammam - Waterfront,Pro,2025-10-01 10:28:00,2025-10-01 13:48:00,3.34,33.4,20.04,13.36
V2025-10-01-268728,U000630,Dammam - Waterfront,Standard,2025-10-01 14:31:00,2025-10-01 18:15:00,3.73,44.76,26.86,17.9
V2025-10-01-886270,U000063,Dammam - Waterfront,Pro,2025-10-01 16:46:00,2025-10-01 20:15:00,3.49,34.9,20.94,13.96
V2025-10-01-368479,U000306,Dammam - Waterfront,Pro,2025-10-01 15:00:00,2025-10-01 19:38:00,4.64,46.4,27.84,18.56
V2025-10-01-854331,U000040,Dammam - Waterfront,Pro,2025-10-01 09:31:00,2025-10-01 13:47:00,4.26,42.6,25.56,17.04
V2025-10-01-340981,U000226,Dammam - Waterfront,Standard,2025-10-01 12:15:00,2025-10-01 14:55:00,2.67,32.04,19.22,12.82
V2025-10-01-584519,U000400,Dammam - Waterfront,Flex,2025-10-01 08:20:00,2025-10-01 10:18:00,1.96,29.4,17.64,11.76
V2025-10-01-833690,U000101,Dammam - Waterfront,Pro,2025-10-01 15:37:00,2025-10-01 19:11:00,3.57,35.7,21.42,14.28
V2025-10-01-728879,U000414,Dammam - Waterfront,Enterprise,2025-10-01 14:55:00,2025-10-01 19:12:00,4.28,34.24,20.54,13.7
V2025-10-01-723361,U000587,Dammam - Waterfront,Flex,2025-10-01 11:31:00,2025-10-01 13:09:00,1.63,24.45,14.67,9.78
V2025-10-01-010219,U000340,Dammam - Waterfront,Standard,2025-10-01 12:04:00,2025-10-01 15:12:00,3.14,37.68,22.61,15.07
V2025-10-01-952563,U000396,Dammam - Waterfront,Standard,2025-10-01 15:50:00,2025-10-01 18:18:00,2.47,29.64,17.78,11.86
V2025-10-01-830518,U000575,Dammam - Waterfront,Enterprise,2025-10-01 10:04:00,2025-10-01 14:35:00,4.52,36.16,21.7,14.46
V2025-10-01-686842,U000666,Dammam - Waterfront,Standard,2025-10-01 13:39:00,2025-10-01 16:19:00,2.67,32.04,19.22,12.82
V2025-10-01-862954,U000163,Dammam - Waterfront,Standard,2025-10-01 16:04:00,2025-10-01 18:39:00,2.59,31.08,18.65,12.43
V2025-10-01-369062,U000019,Dammam - Waterfront,Enterprise,2025-10-01 12:40:00,2025-10-01 18:02:00,5.36,42.88,25.73,17.15
V2025-10-01-690650,U000668,Dammam - Waterfront,Flex,2025-10-01 11:56:00,2025-10-01 13:40:00,1.73,25.95,15.57,10.38
V2025-10-01-352385,U000671,Dammam - Waterfront,Standard,2025-10-01 14:33:00,2025-10-01 17:43:00,3.17,38.04,22.82,15.22
V2025-10-01-280093,U000373,Dammam - Waterfront,Enterprise,2025-10-01 14:01:00,2025-10-01 18:13:00,4.2,33.6,20.16,13.44
V2025-10-01-017031,U000652,Dammam - Waterfront,Standard,2025-10-01 09:11:00,2025-10-01 11:43:00,2.53,30.36,18.22,12.14
V2025-10-01-525229,U000108,Dammam - Waterfront,Standard,2025-10-01 12:21:00,2025-10-01 15:29:00,3.14,37.68,22.61,15.07
V2025-10-01-875792,U000035,Dammam - Waterfront,Flex,2025-10-01 14:41:00,2025-10-01 16:52:00,2.18,32.7,19.62,13.08
